Id,NSize,LensAverage,LabelAverage
1.000000,2374.000000,-0.438864,14464.228728
2.000000,3101.000000,-0.393252,19717.419865
3.000000,3457.000000,-0.355806,24724.957767
4.000000,3563.000000,-0.312621,26419.424642
5.000000,3574.000000,-0.276248,28390.456351
6.000000,528.000000,-0.248064,26703.259422
7.000000,528.000000,-0.248064,26703.259422
8.000000,987.000000,-0.248064,26703.259422
9.000000,729.000000,-0.194495,13858.068587
10.000000,647.000000,-0.150634,14014.489954
11.000000,631.000000,-0.107804,12895.343899
12.000000,639.000000,-0.066931,13756.641628
13.000000,672.000000,-0.025984,14542.660714
14.000000,886.000000,0.020403,14748.861174
15.000000,1780.000000,0.065954,14974.955056
16.000000,34.000000,0.103580,20103.598675
17.000000,3707.000000,0.103580,20103.598675
18.000000,34.000000,0.103580,20103.598675
19.000000,203.000000,0.136143,23660.417269
20.000000,4296.000000,0.136143,23660.417269
21.000000,203.000000,0.136143,23660.417269
22.000000,404.000000,0.183129,25045.038529
23.000000,4305.000000,0.183129,25045.038529
24.000000,404.000000,0.183129,25045.038529
25.000000,563.000000,0.216886,24292.604594
26.000000,4142.000000,0.216886,24292.604594
27.000000,563.000000,0.216886,24292.604594
28.000000,309.000000,0.255942,22100.821338
29.000000,309.000000,0.255942,22100.821338
30.000000,3328.000000,0.255942,22100.821338
31.000000,3271.000000,0.302464,20806.207582
32.000000,2844.000000,0.338444,20747.327356
33.000000,2006.000000,0.379299,20084.568794
34.000000,2721.000000,0.438146,19683.452407
35.000000,576.000000,0.473249,19928.315847
36.000000,3961.000000,0.473249,19928.315847
37.000000,1915.000000,0.506792,19932.344458
38.000000,2939.000000,0.506792,19932.344458
39.000000,16.000000,0.554145,19457.659078
40.000000,16.000000,0.554145,19457.659078
41.000000,16.000000,0.554145,19457.659078
42.000000,16.000000,0.554145,19457.659078
43.000000,5155.000000,0.554145,19457.659078
44.000000,4.000000,0.554145,19457.659078
45.000000,4.000000,0.554145,19457.659078
46.000000,16.000000,0.590720,19368.489756
47.000000,16.000000,0.590720,19368.489756
48.000000,16.000000,0.590720,19368.489756
49.000000,16.000000,0.590720,19368.489756
50.000000,16.000000,0.590720,19368.489756
51.000000,16.000000,0.590720,19368.489756
52.000000,16.000000,0.590720,19368.489756
53.000000,16.000000,0.590720,19368.489756
54.000000,16.000000,0.590720,19368.489756
55.000000,16.000000,0.590720,19368.489756
56.000000,5502.000000,0.590720,19368.489756
57.000000,26.000000,0.619563,19354.674400
58.000000,3497.000000,0.619563,19354.674400
59.000000,92.000000,0.619563,19354.674400
60.000000,92.000000,0.619563,19354.674400
61.000000,950.000000,0.648399,19141.141856
62.000000,96.000000,0.648399,19141.141856
63.000000,96.000000,0.648399,19141.141856
64.000000,112.000000,0.717949,21161.000000
65.000000,112.000000,0.717949,21161.000000
66.000000,144.000000,0.759730,21160.996528
67.000000,144.000000,0.759730,21160.996528
